,horizon,mse,rmse,mae,mape,mdape,coverage
0,8 days 08:00:00.000000000,1395713.7988362992,1181.4033176000055,936.1697653676933,0.0694660740037299,0.057178830597345465,0.8671721590356755
1,8 days 09:00:00.000000000,1397298.585268145,1182.0738493292815,937.5232271671965,0.06968172914592327,0.057599300815538185,0.8669194128511714
2,8 days 10:00:00.000000000,1399615.1532861467,1183.0533180233876,938.680167601922,0.06984719540966162,0.05794517916198362,0.8665791776027991
3,8 days 11:00:00.000000000,1401018.4391990115,1183.6462474907828,939.4324335074964,0.06994131869621553,0.05807099265499274,0.8665305725673175
4,8 days 12:00:00.000000000,1407080.617394272,1186.2042899072117,941.9699715002693,0.07008175094853597,0.05838831706091518,0.8648585593467479
5,8 days 13:00:00.000000000,1407853.3202810094,1186.5299491715366,942.4609748894057,0.0700709644220455,0.05840397218470466,0.8644979983562657
6,8 days 14:00:00.000000000,1407645.2544440175,1186.442267640536,942.5713569761393,0.07002905641083823,0.05840397218470466,0.864683581219014
7,8 days 15:00:00.000000000,1407809.901007607,1186.5116522848004,943.091221219497,0.06998496174834667,0.05838831706091518,0.8644697190628956
8,8 days 16:00:00.000000000,1409054.3755736577,1187.035962207404,943.4596457093895,0.06995058180913041,0.05832110612325917,0.8644243543631115
9,8 days 17:00:00.000000000,1411580.1731506619,1188.0993953161756,944.3848346660681,0.0699660476406722,0.058244309834900455,0.8642947409351606
10,8 days 18:00:00.000000000,1412736.905924326,1188.5860952931957,944.6693789687384,0.06990422835895604,0.05815546720193413,0.8647419072615927
11,8 days 19:00:00.000000000,1415563.560088994,1189.7745837296216,945.8442819351047,0.06994257636514269,0.05813501761243641,0.8649752114319046
12,8 days 20:00:00.000000000,1417153.3180519505,1190.4424883428642,946.037635492025,0.06994154786600697,0.05813501761243641,0.865505448182613
13,8 days 21:00:00.000000000,1415831.4557061712,1189.8871609132402,945.1314691730521,0.06986207530472065,0.05797536982356204,0.866433362496355
14,8 days 22:00:00.000000000,1415365.2212299355,1189.6912293658113,944.8099715867935,0.06983114684052741,0.058016380886614295,0.866744434723437
15,8 days 23:00:00.000000000,1416111.063229058,1190.0046484064917,945.4082660063494,0.06986205378358307,0.058038753631787586,0.866368555782379
16,9 days 00:00:00.000000000,1418034.4837626289,1190.8125309059478,946.4452509972007,0.06989907850313075,0.058055176049522046,0.8658695440847664
17,9 days 01:00:00.000000000,1417892.99573054,1190.753121234851,946.1646850245728,0.06987797740944675,0.05816518874002487,0.8656751239428411
18,9 days 02:00:00.000000000,1415691.4657143748,1189.82833455687,945.2179186924993,0.06980762856626568,0.058055176049522046,0.8660887086083938
19,9 days 03:00:00.000000000,1412590.8561109602,1188.5246552389901,944.0734801980417,0.06972952312291308,0.05794517916198362,0.8664916885389323
20,9 days 04:00:00.000000000,1408620.2937586813,1186.8531053835943,942.6015617443162,0.06964288740146937,0.05781853338075679,0.867016622922135
21,9 days 05:00:00.000000000,1405546.5157789525,1185.5574704665112,941.5037193841621,0.06961008212594946,0.05784911689084354,0.8674054632059887
22,9 days 06:00:00.000000000,1402318.9827642122,1184.1955002296759,940.6174074096583,0.06962178084390165,0.05790821224994477,0.8683289588801404
23,9 days 07:00:00.000000000,1399781.2266641818,1183.123504400188,939.8982725213145,0.0696357526547019,0.05794517916198362,0.8683192378730439
24,9 days 08:00:00.000000000,1399099.6196008553,1182.835415263195,939.7422631237858,0.06970671443848628,0.05794517916198362,0.8686691941285117
25,9 days 09:00:00.000000000,1402486.0342537703,1184.2660318753426,941.1703869142832,0.06993137258274508,0.05807099265499274,0.8680770964235529
26,9 days 10:00:00.000000000,1402111.894522072,1184.1080586340388,941.3475342097761,0.07003302982171389,0.05815546720193413,0.868377563915622
27,9 days 11:00:00.000000000,1400476.4556952163,1183.4172787716159,941.3276596467306,0.07010447981363274,0.05832110612325917,0.8687664041994748
28,9 days 12:00:00.000000000,1404783.7684185575,1185.235743815785,943.1681982456769,0.07026850275834234,0.05842674787602137,0.8683127572016467
29,9 days 13:00:00.000000000,1406362.9921029292,1185.9017632598955,943.9712300619268,0.07034481465271987,0.05850942313860193,0.8684747739865851
30,9 days 14:00:00.000000000,1406784.3213861722,1186.0793908445473,944.131484170475,0.07035374778932517,0.05850942313860193,0.8687275201710892
31,9 days 15:00:00.000000000,1408141.542414141,1186.6513988590502,944.5701048810683,0.07034610986691286,0.05845184914541427,0.86820965561123
32,9 days 16:00:00.000000000,1411938.1090865016,1188.250019602988,945.4800018654205,0.07036091003992455,0.05840397218470466,0.8677059306980569
33,9 days 17:00:00.000000000,1417442.9952900612,1190.5641500104316,946.8070171613274,0.07039609482436654,0.05839817576001794,0.8669971809079429
34,9 days 18:00:00.000000000,1423545.7191083622,1193.1243519048473,947.9250807496239,0.07036683406137238,0.05832110612325917,0.866569456595704
35,9 days 19:00:00.000000000,1433958.1315601075,1197.4799086248202,950.7498634065938,0.07049385994282394,0.05840397218470466,0.8655204331342643
36,9 days 20:00:00.000000000,1445995.6846498696,1202.495606914998,954.2595476878923,0.0706698708898991,0.05845184914541427,0.8644308350345095
37,9 days 21:00:00.000000000,1454919.016421598,1206.200238941113,956.3955764509416,0.07071381731055038,0.05840397218470466,0.8636337124526103
38,9 days 22:00:00.000000000,1462968.6003802465,1209.5323891406326,958.6006835668438,0.07079205073648524,0.05845184914541427,0.8630067074948963
39,9 days 23:00:00.000000000,1469010.7290446458,1212.0275281711408,960.042566655982,0.07084090029703997,0.05845184914541427,0.8623505395158939
40,10 days 00:00:00.000000000,1475673.7429096398,1214.7731240481244,962.1095919477369,0.07090570424547302,0.05853059741313056,0.8618256051326919
41,10 days 01:00:00.000000000,1480202.7688895816,1216.6358407056655,963.7399248885947,0.07098729536073131,0.05885623736371757,0.8616700690191507
42,10 days 02:00:00.000000000,1483868.133995255,1218.1412619213156,965.0386496911818,0.0710447278853755,0.05901681962213092,0.8615614224692507
43,10 days 03:00:00.000000000,1487687.9767882319,1219.7081523004722,966.6445916428748,0.07113398947357717,0.059053627148855356,0.8613784388062602
44,10 days 04:00:00.000000000,1488584.8886330447,1220.0757716769253,967.0927059734506,0.07117386197561468,0.0592003643364541,0.8610479245649849
45,10 days 05:00:00.000000000,1487676.2062020332,1219.7033271259177,967.2042552803786,0.0712206344024294,0.05926921555284287,0.8607200615074635
46,10 days 06:00:00.000000000,1489133.122789996,1220.3004231704567,967.5370894546901,0.07134216318562117,0.059588487563800745,0.8600174978127731
47,10 days 07:00:00.000000000,1485338.615281897,1218.7446883092032,966.405170315031,0.07133978567841283,0.059601617506652924,0.8605229901817825
48,10 days 08:00:00.000000000,1481470.3601971425,1217.1566703580695,965.2107072789303,0.07135219399804445,0.059601617506652924,0.8610284825507919
49,10 days 09:00:00.000000000,1484302.5407030797,1218.319556070196,965.5904448691592,0.07153691442859875,0.05959077298206722,0.8606979683095174
50,10 days 10:00:00.000000000,1482585.6135426222,1217.6147229491858,965.0993728409459,0.07160100660285454,0.05933277006336573,0.8612423447069112
51,10 days 11:00:00.000000000,1481270.551789681,1217.0745876032747,964.5908712507909,0.07164070999990083,0.059529690763897976,0.8610173728283969
52,10 days 12:00:00.000000000,1485213.5999762358,1218.6933986759082,965.513751802423,0.07174643259337601,0.059588487563800745,0.8608309926171515
53,10 days 13:00:00.000000000,1482372.7208440728,1217.5272977818906,964.6558199265436,0.07172505343753882,0.05933277006336573,0.8616422947131601
54,10 days 14:00:00.000000000,1481391.6303547672,1217.124328224018,964.2903629237746,0.07170205002716505,0.05933277006336573,0.8621275281766251
55,10 days 15:00:00.000000000,1481443.8844559127,1217.1457942481306,964.0465775770489,0.0716702535336276,0.0592003643364541,0.8618506020080817
56,10 days 16:00:00.000000000,1483504.0918629859,1217.9918275025436,964.5028665650393,0.071655386508151,0.059063383336980725,0.8612673415823023
57,10 days 17:00:00.000000000,1488821.090822947,1220.1725660016075,966.0383607670509,0.07166981687872556,0.059063383336980725,0.8604626176113951
58,10 days 18:00:00.000000000,1495774.4857894564,1223.0185958477723,967.7236938569936,0.07165739598816265,0.0592003643364541,0.8595383910344544
59,10 days 19:00:00.000000000,1504071.0943593492,1226.405762526966,969.5955510104567,0.07166328289913024,0.059019394134042086,0.8586635003957835
60,10 days 20:00:00.000000000,1513386.5200543178,1230.1977564823949,971.8727228557626,0.07169515722106935,0.059019394134042086,0.8577702297016788
61,10 days 21:00:00.000000000,1533526.112184733,1238.3562137707925,974.9923554819807,0.07163701492952758,0.05885623736371757,0.8570387034953971
62,10 days 22:00:00.000000000,1538899.0456068588,1240.5236981238443,976.6832782708033,0.07166280083601943,0.05901681962213092,0.8567679040119989
63,10 days 23:00:00.000000000,1540872.4845984995,1241.318848885531,977.3303185029586,0.071629341559284,0.05901681962213092,0.8564258415066539
64,11 days 00:00:00.000000000,1548989.375152579,1244.5840169119074,980.1766474657121,0.07172668872694968,0.059019394134042086,0.8550597841936431
65,11 days 01:00:00.000000000,1553693.4541685807,1246.4724040942826,981.8557788429907,0.07182063124614417,0.059063383336980725,0.854184893554972
66,11 days 02:00:00.000000000,1557028.1627465615,1247.8093455117898,982.8861983675988,0.07187276499878323,0.059053627148855356,0.8532413840426811
67,11 days 03:00:00.000000000,1559240.495133319,1248.6955173833687,983.7584520044359,0.07193305814964958,0.0592003643364541,0.8527059117610298
68,11 days 04:00:00.000000000,1558199.303457039,1248.2785360075045,983.2827437022572,0.07192996268028613,0.0592003643364541,0.8529558805149362
69,11 days 05:00:00.000000000,1553085.7495108026,1246.228610452674,981.6541818310944,0.07186877953250033,0.059063383336980725,0.8535248883363263
70,11 days 06:00:00.000000000,1547247.437164819,1243.8840127458907,980.2282967612174,0.07190780123184295,0.0592003643364541,0.8548098154397377
71,11 days 07:00:00.000000000,1539867.4444503458,1240.9139552967988,977.8139475655687,0.07183682201907661,0.0592003643364541,0.8553171049697229
72,11 days 08:00:00.000000000,1532750.8559059752,1238.0431559141932,975.4340462395545,0.0717745840844898,0.0592003643364541,0.8560388284797734
73,11 days 09:00:00.000000000,1531055.8807184128,1237.358428555935,975.2075983243732,0.07192078127514644,0.0592003643364541,0.8552264300295797
74,11 days 10:00:00.000000000,1529216.326695896,1236.6148659529756,974.499015294059,0.07199276701008474,0.059053627148855356,0.85495234148363
75,11 days 11:00:00.000000000,1529233.0817609024,1236.621640503231,974.3482687931071,0.07207140650331552,0.0592003643364541,0.8547221071050328
76,11 days 12:00:00.000000000,1539447.217358556,1240.7446221356577,976.7971520340847,0.07228773389291131,0.0592003643364541,0.853185018539349
